Label	Weight	Text
q_sample-qna	1	[대외공모]제5회 방송대 출판문화원 도서원고 공모
q_sample-qna	1	1월 학사일정 알려줘
q_sample-qna	1	데이터구조에서 무엇을 가르쳐
q_sample-qna	1	[대외공모]제7회 효문화 백일장(시, 시조, 수필) 공모전 개최
q_sample-qna	1	랜덤프로세스에서는 뭐 배워
q_sample-qna	1	국제지원팀 프랑스 비자, 정부장학금, 유학 설명회 개최 (5월17일)
q_sample-qna	1	[사회봉사] 2019학년도 제 23기 하계 월드프렌즈 PAS 청년봉사단(해외) 단원 모집 안내
q_sample-qna	1	[사회봉사] 제4기 INU(I&YOU) 글로벌 사회공헌 봉사단(라오스팀,네팔팀) 면접심사 대상자 발표 및 면접안내
q_sample-qna	1	회로및소자에서는 뭐 배워
q_sample-qna	1	임베디드통신시스템에서 뭘 배울 수 있어
q_sample-qna	1	ㅎㅇ
q_sample-qna	1	고급알고리즘에서 뭘 배울 수 있어
q_sample-qna	1	임베 최고 인기남
q_sample-qna	1	'19년 6월 각 군 모집일정 안내
q_sample-qna	1	5월 학사일정
q_sample-qna	1	대학수학(2)은 무엇을 배우는 수업이야
q_sample-qna	1	대학수학(1)에서 뭘 배울 수 있어
q_sample-qna	1	펌웨어설계는 무엇을 배우는 수업이야
q_sample-qna	1	신호처리입문에서는 뭐 배워
q_sample-qna	1	2018. 10월 TOPCIT 응시 신청 안내
q_sample-qna	1	'인천대 UCF 해커톤 2018' 개최합니다.
q_sample-qna	1	8월 학사일정 알려줘
q_sample-qna	1	공통 1학기 전공선택 알려줘
q_sample-qna	1	학사일정 2월
q_sample-qna	1	자기설계세미나I
q_sample-qna	1	부호및정보이론에서 무엇을 가르쳐
q_sample-qna	1	영상처리에서는 뭐 배워
q_sample-qna	1	임베디드비전시스템은 무엇을 배우는 수업이야
q_sample-qna	1	임베 최고의 미남은
q_sample-qna	1	[모집]정보기술대학 동계 SW교육 모집 안내(파이썬).
q_sample-qna	1	임베디드통신시스템
q_sample-qna	1	과제하기 싫어
q_sample-qna	1	네 이름은 뭐니
q_sample-qna	1	데이터구조에서 뭘 배울 수 있어
q_sample-qna	1	[사회봉사]인천장애인재활협회 2019 중학생 꿈찾기 멘토링 멘토 모집 안내
q_sample-qna	1	운영체제에서 무엇을 가르쳐
q_sample-qna	1	안의 소리
q_sample-qna	1	[사회봉사]2019년 장애가정아동 '성장-mentoring'참여자 모집 안내
q_sample-qna	1	하이
q_sample-qna	1	2019학년도 하계 계절학기 학점교류 추가 안내(강남대학교)
q_sample-qna	1	인천대학교 도서관 설계공모 서면질의 답변
q_sample-qna	1	디지털논리회로는 무엇을 배우는 수업이야
q_sample-qna	1	임베디드 팩스 번호
q_sample-qna	1	2018-1학기 교내장학금(3차) 신청안내
q_sample-qna	1	학사일정 10월
q_sample-qna	1	전공 아웃리치단 6기 모집 안내
q_sample-qna	1	[병무청]2019년도 병역판정검사 일자 및 장소 본인선택 안내문
q_sample-qna	1	마이크로컨트롤러응용에서 뭘 배울 수 있어
q_sample-qna	1	[대외공고]「철책 조형물 시민 디자인 공모」공고
q_sample-qna	1	2019-1학기 전략평가팀 교내근로봉사학생 모집결과 안내 드립니다.
q_sample-qna	1	[교육혁신원 창의융합교육센터] 2019-1학기  INU 매트릭스 멘토링 프로그램 모집 안내
q_sample-qna	1	학사일정 9월
q_sample-qna	1	학사일정 12월
q_sample-qna	1	임베디드시스템개론
q_sample-qna	1	6월 일정
q_sample-qna	1	머신비젼에 스터디 학생 모집
q_sample-qna	1	[대외공고]국민인재(개방형 직위)를 초빙합니다!
q_sample-qna	1	5월에 무슨 일 있어
q_sample-qna	1	너 나이가 어떻게 돼
q_sample-qna	1	MATLAB 이해 및 실습에서 뭘 배울 수 있어
q_sample-qna	1	인천대학교 인천한국어학당 2019여름학기 강사모집(추가)
q_sample-qna	1	1학년 1학기 전공선택 알려줘
q_sample-qna	1	[대외공고]2019년 사회적경제통합아카데미 시행 공고
q_sample-qna	1	제4기 INU(I&YOU) 글로벌 사회공헌 봉사단(라오스, 네팔) 합격자 발표 연기 안내
q_sample-qna	1	공업수학은 무엇을 배우는 수업이야
q_sample-qna	1	2019년도 하계 계절학기 개설교과목 추가(인공지능과인문학)
q_sample-qna	1	[대외전략과] 2019-1학기 교내봉사장학생 추가모집 선발결과
q_sample-qna	1	3학년 1학기 전공선택 알려줘
q_sample-qna	1	2월에 무슨 일 있어
q_sample-qna	1	2017-2학기 교내장학금 대상자 신청 안내(4차 최종)
q_sample-qna	1	4학년1학기 교양필수 알려줘
q_sample-qna	1	8월은
q_sample-qna	1	자기설계세미나I에서는 뭐 배워
q_sample-qna	1	6월 학사일정
q_sample-qna	1	C언어 프로그래밍(1)은 무엇을 배우는 수업이야
q_sample-qna	1	공통 2학기 전공필수 알려줘
q_sample-qna	1	2018-1학기 국가장학금 신청대학 확인 및 신청대학 오류자 소속대학 변경신청 안내
q_sample-qna	1	2018-2학기 성적 장학금 확인
q_sample-qna	1	[사회봉사] 사회봉사센터 교육조교 모집 공고
q_sample-qna	1	너의 이름은 뭐니
